"Date","Filename","App","Country","Date","Active View-eligible impressions","Measurable impressions","% Measurable impressions (%)","Viewable impressions","% Viewable impressions (%)","AdMob Network request RPM (USD)","AdMob Network requests","Clicks","Estimated earnings (USD)","Impressions CTR (%)","Impression RPM (USD)","Impressions","Match rate (%)","Matched requests","Rewarded completes","Show rate (%)"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Turkey","2019-10-14",13,13,"100.00%",11,"84.62%",0,37,0,0,"0.00%",0,13,"100.00%",37,0,"35.14%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Trinidad & Tobago","2019-10-14",28,28,"100.00%",18,"64.29%",0.03,103,0,0,"0.00%",0.12,28,"100.00%",103,0,"27.18%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Tanzania","2019-10-14",11,11,"100.00%",8,"72.73%",0,35,0,0,"0.00%",0,11,"100.00%",35,0,"31.43%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","United States","2019-10-14",0,0,,0,,0,1,0,0,,,0,"100.00%",1,0,"0.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Venezuela","2019-10-14",8,8,"100.00%",8,"100.00%",0,26,0,0,"0.00%",0,8,"76.92%",20,0,"40.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Vietnam","2019-10-14",57,57,"100.00%",42,"73.68%",0.01,183,0,0,"0.00%",0.04,57,"100.00%",183,0,"31.15%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Kosovo","2019-10-14",19,19,"100.00%",19,"100.00%",0.15,127,0,0.02,"0.00%",0.97,19,"100.00%",127,0,"14.96%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Anguilla","2019-10-15",6,6,"100.00%",5,"83.33%",0.03,23,0,0,"0.00%",0.13,6,"100.00%",23,0,"26.09%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Albania","2019-10-15",42,42,"100.00%",30,"71.43%",0,144,0,0,"0.00%",0,42,"93.75%",135,0,"31.11%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Argentina","2019-10-15",21,21,"100.00%",14,"66.67%",0,64,0,0,"0.00%",0,21,"100.00%",64,0,"32.81%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Bangladesh","2019-10-15",144,144,"100.00%",81,"56.25%",0.19,386,3,0.07,"2.05%",0.5,146,"99.22%",383,0,"38.12%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Burkina Faso","2019-10-15",9,9,"100.00%",5,"55.56%",0,86,0,0,"0.00%",0,9,"100.00%",86,0,"10.47%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Bulgaria","2019-10-15",45,45,"100.00%",32,"71.11%",0.03,228,0,0.01,"0.00%",0.13,45,"100.00%",228,0,"19.74%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Benin","2019-10-15",48,48,"100.00%",31,"64.58%",0,230,0,0,"0.00%",0,48,"100.00%",230,0,"20.87%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Bolivia","2019-10-15",2,2,"100.00%",2,"100.00%",0,22,0,0,"0.00%",0,2,"100.00%",22,0,"9.09%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Botswana","2019-10-15",14,14,"100.00%",8,"57.14%",0,59,0,0,"0.00%",0,14,"98.31%",58,0,"24.14%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Belarus","2019-10-15",10,10,"100.00%",9,"90.00%",0,42,0,0,"0.00%",0,10,"100.00%",42,0,"23.81%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Congo - Kinshasa","2019-10-15",0,0,,0,,0,1,0,0,,,0,"100.00%",1,0,"0.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Switzerland","2019-10-15",2,2,"100.00%",2,"100.00%",0,2,0,0,"0.00%",0,2,"100.00%",2,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Côte d’Ivoire","2019-10-15",16,16,"100.00%",10,"62.50%",0,50,0,0,"0.00%",0,16,"100.00%",50,0,"32.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Chile","2019-10-15",10,10,"100.00%",8,"80.00%",0.96,35,1,0.03,"10.00%",3.37,10,"100.00%",35,0,"28.57%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Cameroon","2019-10-15",15,15,"100.00%",11,"73.33%",0,87,0,0,"0.00%",0,16,"100.00%",87,0,"18.39%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Colombia","2019-10-15",25,25,"100.00%",14,"56.00%",0,75,0,0,"0.00%",0,25,"100.00%",75,0,"33.33%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Cuba","2019-10-15",11,11,"100.00%",5,"45.45%",0,45,0,0,"0.00%",0,11,"100.00%",45,0,"24.44%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Dominican Republic","2019-10-15",45,45,"100.00%",28,"62.22%",0,102,0,0,"0.00%",0,45,"100.00%",102,0,"44.12%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Algeria","2019-10-15",79,79,"100.00%",54,"68.35%",0,350,1,0,"1.27%",0,79,"100.00%",350,0,"22.57%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Ecuador","2019-10-15",15,15,"100.00%",12,"80.00%",0,78,0,0,"0.00%",0,15,"100.00%",78,0,"19.23%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Egypt","2019-10-15",17,17,"100.00%",16,"94.12%",0.01,99,0,0,"0.00%",0.04,17,"100.00%",99,0,"17.17%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Fiji","2019-10-15",5,5,"100.00%",4,"80.00%",0.06,47,0,0,"0.00%",0.56,5,"100.00%",47,0,"10.64%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Ghana","2019-10-15",66,66,"100.00%",54,"81.82%",0,289,0,0,"0.00%",0,66,"100.00%",289,0,"22.84%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Gambia","2019-10-15",3,3,"100.00%",3,"100.00%",0,23,0,0,"0.00%",0,4,"100.00%",23,0,"17.39%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Guadeloupe","2019-10-15",48,48,"100.00%",25,"52.08%",0.04,215,0,0.01,"0.00%",0.16,49,"100.00%",215,0,"22.79%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Greece","2019-10-15",4,4,"100.00%",3,"75.00%",0,96,0,0,"0.00%",0,5,"7.29%",7,0,"71.43%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Guyana","2019-10-15",0,0,,0,,0,1,0,0,,,0,"100.00%",1,0,"0.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Hong Kong","2019-10-15",13,13,"100.00%",11,"84.62%",0,100,0,0,"0.00%",0,14,"100.00%",100,0,"14.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Honduras","2019-10-15",10,10,"100.00%",5,"50.00%",0.04,45,0,0,"0.00%",0.15,11,"100.00%",45,0,"24.44%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Haiti","2019-10-15",9,9,"100.00%",7,"77.78%",0,68,0,0,"0.00%",0,9,"100.00%",68,0,"13.24%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Hungary","2019-10-15",5,5,"100.00%",4,"80.00%",0,23,0,0,"0.00%",0,5,"100.00%",23,0,"21.74%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Indonesia","2019-10-15",136,136,"100.00%",95,"69.85%",0.17,493,2,0.08,"1.46%",0.61,137,"99.39%",490,0,"27.96%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Israel","2019-10-15",1,1,"100.00%",1,"100.00%",0,19,0,0,"0.00%",0,1,"100.00%",19,0,"5.26%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","India","2019-10-15",769,769,"100.00%",610,"79.32%",0.21,3886,17,0.83,"2.19%",1.07,775,"99.92%",3883,0,"19.96%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Iraq","2019-10-15",15,15,"100.00%",10,"66.67%",1.43,52,2,0.07,"13.33%",4.95,15,"100.00%",52,0,"28.85%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Iran","2019-10-15",15,15,"100.00%",14,"93.33%",3.8,61,1,0.23,"6.67%",15.46,15,"100.00%",61,0,"24.59%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Italy","2019-10-15",50,50,"100.00%",32,"64.00%",1.51,202,1,0.31,"1.96%",5.98,51,"100.00%",202,0,"25.25%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Jamaica","2019-10-15",54,54,"100.00%",32,"59.26%",0,153,0,0,"0.00%",0,55,"100.00%",153,0,"35.95%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Jordan","2019-10-15",3,3,"100.00%",0,"0.00%",0,10,0,0,"0.00%",0,3,"100.00%",10,0,"30.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Kenya","2019-10-15",29,29,"100.00%",25,"86.21%",0.24,109,0,0.03,"0.00%",0.88,29,"100.00%",109,0,"26.61%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Cambodia","2019-10-15",1,1,"100.00%",1,"100.00%",24.19,2,1,0.05,"50.00%",24.19,2,"100.00%",2,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Kazakhstan","2019-10-15",8,8,"100.00%",7,"87.50%",2.39,43,2,0.1,"25.00%",12.85,8,"100.00%",43,0,"18.60%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Lebanon","2019-10-15",1,1,"100.00%",1,"100.00%",0,1,0,0,"0.00%",0,1,"100.00%",1,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Sri Lanka","2019-10-15",7,7,"100.00%",4,"57.14%",3.55,17,1,0.06,"14.29%",8.62,7,"100.00%",17,0,"41.18%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Liberia","2019-10-15",16,16,"100.00%",14,"87.50%",0,83,0,0,"0.00%",0,16,"100.00%",83,0,"19.28%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Morocco","2019-10-15",1,1,"100.00%",0,"0.00%",0,1,0,0,"0.00%",0,1,"100.00%",1,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Moldova","2019-10-15",5,5,"100.00%",4,"80.00%",0,6,0,0,"0.00%",0,5,"100.00%",6,0,"83.33%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Madagascar","2019-10-15",1,1,"100.00%",1,"100.00%",0,1,0,0,"0.00%",0,1,"100.00%",1,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Mali","2019-10-15",15,15,"100.00%",9,"60.00%",0,37,0,0,"0.00%",0,15,"100.00%",37,0,"40.54%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Myanmar (Burma)","2019-10-15",52,52,"100.00%",41,"78.85%",0.55,227,5,0.13,"9.43%",2.37,53,"100.00%",227,0,"23.35%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Mongolia","2019-10-15",1,1,"100.00%",1,"100.00%",0,1,0,0,"0.00%",0,1,"100.00%",1,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Mexico","2019-10-15",1,1,"100.00%",1,"100.00%",0,19,0,0,"0.00%",0,1,"100.00%",19,0,"5.26%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Malaysia","2019-10-15",21,21,"100.00%",13,"61.90%",0,79,0,0,"0.00%",0.01,21,"100.00%",79,0,"26.58%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Nigeria","2019-10-15",108,108,"100.00%",87,"80.56%",0.88,528,4,0.46,"3.67%",4.26,109,"100.00%",528,0,"20.64%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Nicaragua","2019-10-15",18,18,"100.00%",17,"94.44%",0,66,0,0,"0.00%",0,19,"100.00%",66,0,"28.79%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Nepal","2019-10-15",30,30,"100.00%",22,"73.33%",0.08,146,1,0.01,"3.33%",0.41,30,"100.00%",146,0,"20.55%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Peru","2019-10-15",1,1,"100.00%",1,"100.00%",0,1,0,0,"0.00%",0,1,"100.00%",1,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Philippines","2019-10-15",193,193,"100.00%",151,"78.24%",0.01,644,0,0.01,"0.00%",0.04,193,"99.84%",643,0,"30.02%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Pakistan","2019-10-15",179,179,"100.00%",92,"51.40%",0,611,0,0,"0.00%",0,181,"100.00%",611,0,"29.62%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Portugal","2019-10-15",54,54,"100.00%",23,"42.59%",0,124,0,0,"0.00%",0,54,"100.00%",124,0,"43.55%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Paraguay","2019-10-15",4,4,"100.00%",2,"50.00%",0,20,0,0,"0.00%",0,4,"100.00%",20,0,"20.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Réunion","2019-10-15",10,10,"100.00%",6,"60.00%",4.15,56,1,0.23,"10.00%",23.23,10,"100.00%",56,0,"17.86%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Serbia","2019-10-15",8,8,"100.00%",5,"62.50%",0,23,0,0,"0.00%",0,8,"100.00%",23,0,"34.78%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Russia","2019-10-15",31,31,"100.00%",22,"70.97%",0.97,86,1,0.08,"3.12%",2.6,32,"100.00%",86,0,"37.21%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Saudi Arabia","2019-10-15",50,50,"100.00%",32,"64.00%",0.03,324,0,0.01,"0.00%",0.18,50,"77.78%",252,0,"19.84%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Somalia","2019-10-15",129,129,"100.00%",100,"77.52%",0.22,421,1,0.09,"0.77%",0.7,130,"100.00%",421,0,"30.88%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","El Salvador","2019-10-15",43,43,"100.00%",29,"67.44%",0.01,92,0,0,"0.00%",0.02,43,"100.00%",92,0,"46.74%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Syria","2019-10-15",0,0,,0,,0,1,0,0,,,0,"100.00%",1,0,"0.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Eswatini","2019-10-15",0,0,,0,,0,15,0,0,,,0,"100.00%",15,0,"0.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Togo","2019-10-15",11,11,"100.00%",7,"63.64%",0,49,0,0,"0.00%",0,11,"100.00%",49,0,"22.45%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Thailand","2019-10-15",95,95,"100.00%",64,"67.37%",2.21,362,3,0.8,"3.12%",8.34,96,"99.72%",361,0,"26.59%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Tunisia","2019-10-15",9,9,"100.00%",5,"55.56%",0,37,0,0,"0.00%",0,9,"100.00%",37,0,"24.32%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Turkey","2019-10-15",57,57,"100.00%",36,"63.16%",0.01,281,2,0,"3.39%",0.03,59,"100.00%",281,0,"21.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Trinidad & Tobago","2019-10-15",10,10,"100.00%",5,"50.00%",0,24,0,0,"0.00%",0,10,"100.00%",24,0,"41.67%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Ukraine","2019-10-15",19,19,"100.00%",12,"63.16%",0,60,0,0,"0.00%",0,20,"100.00%",60,0,"33.33%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","United States","2019-10-15",15,15,"100.00%",7,"46.67%",0.05,83,0,0,"0.00%",0.28,15,"100.00%",83,0,"18.07%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Uruguay","2019-10-15",2,2,"100.00%",2,"100.00%",0,20,0,0,"0.00%",0,2,"100.00%",20,0,"10.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Uzbekistan","2019-10-15",3,3,"100.00%",3,"100.00%",0,42,0,0,"0.00%",0,3,"100.00%",42,0,"7.14%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Venezuela","2019-10-15",0,0,,0,,0,1,0,0,"0.00%",0,1,"100.00%",1,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Vietnam","2019-10-15",70,70,"100.00%",44,"62.86%",1.25,330,3,0.41,"4.23%",5.82,71,"100.00%",330,0,"21.52%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Kosovo","2019-10-15",2,2,"100.00%",2,"100.00%",0,2,0,0,"0.00%",0,2,"100.00%",2,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Yemen","2019-10-15",11,11,"100.00%",6,"54.55%",0.09,35,1,0,"8.33%",0.27,12,"100.00%",35,0,"34.29%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","South Africa","2019-10-15",2,2,"100.00%",2,"100.00%",0.14,28,0,0,"0.00%",1.92,2,"100.00%",28,0,"7.14%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Zambia","2019-10-15",15,15,"100.00%",9,"60.00%",0,51,0,0,"0.00%",0,15,"100.00%",51,0,"29.41%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Unknown Region","2019-10-15",1,1,"100.00%",1,"100.00%",0,35,0,0,"0.00%",0.01,1,"2.86%",1,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","United Arab Emirates","2019-10-16",2,2,"100.00%",2,"100.00%",0,20,0,0,"0.00%",0,2,"100.00%",20,0,"10.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Afghanistan","2019-10-16",3,3,"100.00%",3,"100.00%",0,22,0,0,"0.00%",0,3,"100.00%",22,0,"13.64%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Albania","2019-10-16",17,17,"100.00%",12,"70.59%",0,48,0,0,"0.00%",0,17,"100.00%",48,0,"35.42%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Argentina","2019-10-16",49,49,"100.00%",36,"73.47%",0.03,224,0,0.01,"0.00%",0.14,51,"100.00%",224,0,"22.77%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Azerbaijan","2019-10-16",34,34,"100.00%",21,"61.76%",0,124,0,0,"0.00%",0,35,"100.00%",124,0,"28.23%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Bangladesh","2019-10-16",201,200,"99.50%",132,"66.00%",0.12,1126,6,0.14,"2.93%",0.66,205,"100.00%",1126,0,"18.21%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Burkina Faso","2019-10-16",8,8,"100.00%",5,"62.50%",0,23,0,0,"0.00%",0,8,"100.00%",23,0,"34.78%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Bahrain","2019-10-16",1,1,"100.00%",1,"100.00%",0,19,0,0,"0.00%",0,1,"100.00%",19,0,"5.26%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Benin","2019-10-16",14,14,"100.00%",5,"35.71%",0.71,51,1,0.04,"7.14%",2.59,14,"100.00%",51,0,"27.45%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Brunei","2019-10-16",1,1,"100.00%",1,"100.00%",0,2,0,0,"0.00%",0,1,"100.00%",2,0,"50.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Bolivia","2019-10-16",4,4,"100.00%",4,"100.00%",0,24,0,0,"0.00%",0,4,"100.00%",24,0,"16.67%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Brazil","2019-10-16",0,0,,0,,0,7,0,0,,,0,"100.00%",7,0,"0.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Botswana","2019-10-16",0,0,,0,,0,7,0,0,,,0,"100.00%",7,0,"0.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Belarus","2019-10-16",15,15,"100.00%",6,"40.00%",0.03,44,0,0,"0.00%",0.09,16,"100.00%",44,0,"36.36%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Canada","2019-10-16",1,1,"100.00%",0,"0.00%",0,1,0,0,"0.00%",0,1,"100.00%",1,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Congo - Kinshasa","2019-10-16",23,23,"100.00%",14,"60.87%",0,75,0,0,"0.00%",0,23,"100.00%",75,0,"30.67%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Switzerland","2019-10-16",2,2,"100.00%",2,"100.00%",0,2,0,0,"0.00%",0,2,"100.00%",2,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Côte d’Ivoire","2019-10-16",15,15,"100.00%",11,"73.33%",0,52,0,0,"0.00%",0,15,"100.00%",52,0,"28.85%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Chile","2019-10-16",1,1,"100.00%",1,"100.00%",0,1,0,0,"0.00%",0,1,"100.00%",1,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Cameroon","2019-10-16",0,0,,0,,0,33,0,0,,,0,"100.00%",33,0,"0.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Colombia","2019-10-16",35,35,"100.00%",18,"51.43%",0.01,179,0,0,"0.00%",0.06,35,"100.00%",179,0,"19.55%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Costa Rica","2019-10-16",7,7,"100.00%",7,"100.00%",0.04,29,0,0,"0.00%",0.15,7,"100.00%",29,0,"24.14%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Cuba","2019-10-16",5,5,"100.00%",4,"80.00%",0,24,0,0,"0.00%",0,5,"100.00%",24,0,"20.83%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Cyprus","2019-10-16",1,1,"100.00%",1,"100.00%",0,21,0,0,"0.00%",0,1,"100.00%",21,0,"4.76%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Germany","2019-10-16",10,10,"100.00%",8,"80.00%",0.05,56,0,0,"0.00%",0.3,10,"100.00%",56,0,"17.86%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Dominican Republic","2019-10-16",54,54,"100.00%",31,"57.41%",0.02,136,1,0,"1.85%",0.05,54,"100.00%",136,0,"39.71%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Algeria","2019-10-16",115,115,"100.00%",77,"66.96%",0.02,441,1,0.01,"0.87%",0.09,115,"100.00%",441,0,"26.08%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Ecuador","2019-10-16",83,83,"100.00%",41,"49.40%",0,296,0,0,"0.00%",0,87,"100.00%",296,0,"29.39%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Egypt","2019-10-16",11,11,"100.00%",9,"81.82%",0.01,44,0,0,"0.00%",0.04,11,"100.00%",44,0,"25.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Ethiopia","2019-10-16",10,10,"100.00%",7,"70.00%",0,41,0,0,"0.00%",0,10,"100.00%",41,0,"24.39%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Fiji","2019-10-16",99,99,"100.00%",59,"59.60%",0.02,343,0,0.01,"0.00%",0.06,100,"100.00%",343,0,"29.15%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","United Kingdom","2019-10-16",11,11,"100.00%",10,"90.91%",0,74,0,0,"0.00%",0,11,"100.00%",74,0,"14.86%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Georgia","2019-10-16",1,1,"100.00%",1,"100.00%",0,1,0,0,"0.00%",0,1,"100.00%",1,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Ghana","2019-10-16",91,91,"100.00%",77,"84.62%",0.02,490,0,0.01,"0.00%",0.1,91,"100.00%",490,0,"18.57%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Guadeloupe","2019-10-16",55,55,"100.00%",34,"61.82%",0.6,233,2,0.14,"3.64%",2.52,55,"100.00%",233,0,"23.61%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Greece","2019-10-16",1,1,"100.00%",1,"100.00%",0,1,0,0,"0.00%",0,1,"100.00%",1,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Guatemala","2019-10-16",1,1,"100.00%",1,"100.00%",0,1,0,0,"0.00%",0,1,"100.00%",1,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Honduras","2019-10-16",5,5,"100.00%",1,"20.00%",0,6,0,0,"0.00%",0,6,"100.00%",6,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Haiti","2019-10-16",1,1,"100.00%",1,"100.00%",0,1,0,0,"0.00%",0,1,"100.00%",1,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Hungary","2019-10-16",18,18,"100.00%",10,"55.56%",0,46,0,0,"0.00%",0,18,"100.00%",46,0,"39.13%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Indonesia","2019-10-16",178,178,"100.00%",123,"69.10%",1.32,986,6,1.3,"3.33%",7.25,180,"100.00%",986,0,"18.26%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Israel","2019-10-16",3,3,"100.00%",2,"66.67%",2.08,5,0,0.01,"0.00%",3.47,3,"100.00%",5,0,"60.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","India","2019-10-16",925,925,"100.00%",689,"74.49%",0.2,4935,17,0.98,"1.81%",1.04,938,"99.98%",4934,0,"19.01%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Iraq","2019-10-16",33,33,"100.00%",19,"57.58%",0.34,113,2,0.04,"6.06%",1.18,33,"100.00%",113,0,"29.20%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Iran","2019-10-16",0,0,,0,,0,16,0,0,,,0,"100.00%",16,0,"0.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Italy","2019-10-16",28,28,"100.00%",17,"60.71%",0,73,0,0,"0.00%",0.01,28,"100.00%",73,0,"38.36%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Jamaica","2019-10-16",1,1,"100.00%",1,"100.00%",0,32,0,0,"0.00%",0,1,"100.00%",32,0,"3.12%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Kenya","2019-10-16",17,17,"100.00%",16,"94.12%",0.54,119,1,0.06,"5.88%",3.75,17,"100.00%",119,0,"14.29%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Kyrgyzstan","2019-10-16",4,4,"100.00%",4,"100.00%",0,23,0,0,"0.00%",0,4,"100.00%",23,0,"17.39%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Cambodia","2019-10-16",37,37,"100.00%",21,"56.76%",0.14,95,0,0.01,"0.00%",0.35,37,"100.00%",95,0,"38.95%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Kazakhstan","2019-10-16",14,14,"100.00%",11,"78.57%",0,67,0,0,"0.00%",0,14,"100.00%",67,0,"20.90%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Laos","2019-10-16",17,17,"100.00%",10,"58.82%",0,66,0,0,"0.00%",0,17,"100.00%",66,0,"25.76%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Sri Lanka","2019-10-16",11,11,"100.00%",6,"54.55%",0,70,0,0,"0.00%",0,11,"100.00%",70,0,"15.71%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Lesotho","2019-10-16",11,11,"100.00%",4,"36.36%",0,27,0,0,"0.00%",0,11,"100.00%",27,0,"40.74%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Latvia","2019-10-16",24,24,"100.00%",22,"91.67%",0.76,91,1,0.07,"4.17%",2.89,24,"100.00%",91,0,"26.37%"
